"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Symbol"
"ENSMUSG00000053414",175.84279747674,1.32686068274689,0.281675031412754,4.70247804536721,2.57022863830124e-06,0.000160062416355009,"Hunk"
"ENSMUSG00000020926",38.284257923814,1.5578479888893,0.348043829247388,4.43952341011269,9.01583078204272e-06,0.000461057740576579,"Adam11"
"ENSMUSG00000022439",26.4753285220472,1.07032467178356,0.360979249184183,2.95296865601631,0.00314733918495721,0.0454228479701993,"Parvg"
"ENSMUSG00000044367",28.602931817972,0.925222046384633,0.312132048051669,2.95693222828383,0.00310716403533151,0.0450993468866736,"Slc16a13"
"ENSMUSG00000073988",24103.8541631132,-0.618852008220146,0.198984708805201,-3.11066760014043,0.00186664932290779,0.0310552730665084,"Ttpa"
"ENSMUSG00000029810",5554.30756128938,0.921046068444274,0.155349583988195,5.92829308739305,3.06099798629075e-09,5.04596515104776e-07,"Tmem176b"
"ENSMUSG00000029816",88.2116375230133,1.19705215941271,0.359199569861315,4.15087196181853,3.31211022804809e-05,0.00133744347306657,"Gpnmb"
"ENSMUSG00000006585",85.8965614593636,0.975649612961176,0.209057409336138,4.66513924816871,3.08408118136451e-06,0.00018707422300121,"Cdt1"
"ENSMUSG00000041078",41.0813062182429,-2.35552530649229,0.377019477693446,-6.2227880517849,4.88396965860862e-10,9.15142279187216e-08,"Grid1"
"ENSMUSG00000015094",28.2557882951014,1.22775132922161,0.383543695894567,3.16906150144552,0.0015293203065979,0.0263577320246615,"Npdc1"
"ENSMUSG00000053332",163.304781814239,-1.19249591463621,0.291858055872244,-4.08658234859373,4.37774148431715e-05,0.00167497863796673,"Gas5"
"ENSMUSG00000021957",1351.87819908046,0.781535132974414,0.148126316720229,5.2758366172211,1.32151789623016e-07,1.25115599743088e-05,"Tkt"
"ENSMUSG00000030789",37.8305802371267,1.96973944118868,0.367214930199549,5.29071378371779,1.2183991043487e-07,1.17739367242304e-05,"Itgax"
"ENSMUSG00000031788",122.545214887513,0.996350160697092,0.233975540928185,4.25561710012284,2.08473218243822e-05,0.000918593312588815,"Kifc3"
"ENSMUSG00000058761",685.895279916915,-0.595905105601676,0.151699014199319,-3.92807844479615,8.56272835025069e-05,0.00291215897193477,"Rnf169"
"ENSMUSG00000001794",6612.99860048328,0.678439741663159,0.165007394780855,4.11120228586574,3.93604162813153e-05,0.00153505147724297,"Capns1"
"ENSMUSG00000036110",1838.84974300528,-1.50034195190541,0.170081332870433,-8.82149824381927,1.12938294568347e-18,8.79161879717602e-16,"Slc17a2"
"ENSMUSG00000097503",51.7616691692746,-1.52090663494377,0.392868798582446,-3.98480169698221,6.75365016239534e-05,0.00237769211244933,"3110045C21Rik"
"ENSMUSG00000041220",5967.33064090953,1.08246537478884,0.269211360061691,4.01578908530949,5.92472247152203e-05,0.00217322542594154,"Elovl6"
"ENSMUSG00000025464",716.267872660461,-0.656360751699335,0.195981511693385,-3.34917300451925,0.000810531676259463,0.0165556411774746,"Paox"
"ENSMUSG00000035933",532.234068630385,-0.575379332773451,0.176139829554526,-3.26650186015908,0.00108885092509974,0.0205066924227118,"Cog5"
"ENSMUSG00000018752",56.1471425375732,0.887684278883562,0.254499197822448,3.48537711271706,0.000491443897016649,0.0114008474917174,"Tnfsfm13"
"ENSMUSG00000056737",53.3805750319462,1.46081467288784,0.323031339590442,4.49868835193122,6.83740031192931e-06,0.000367071468087178,"Capg"
"ENSMUSG00000026170",4487.34709420889,-0.854930892049765,0.182840128166281,-4.67655338684908,2.9173667484861e-06,0.000177731055999075,"Cyp27a1"
"ENSMUSG00000026827",1728.94327227564,0.510129375169987,0.167051759386437,3.05350304015883,0.00226186430010513,0.0359333816021237,"Gpd2"
"ENSMUSG00000026822",1126.28929980802,2.19231988905661,0.33662508535278,6.47107767462979,9.73063943023142e-11,2.13040187025629e-08,"Lcn2"
"ENSMUSG00000028469",620.742353783566,-0.699456762249299,0.236087109477186,-2.96347649374985,0.00304185293483522,0.0443983784613657,"Npr2"
"ENSMUSG00000031004",59.2037470499013,1.32321772440094,0.368254928282665,3.56526608798108,0.000363487222650011,0.00899855647309532,"Mki67"
"ENSMUSG00000032293",6107.34209293752,-0.467878272970944,0.148418793734648,-3.15252858142294,0.00161862974867818,0.0275915328935263,"Ireb2"
"ENSMUSG00000032294",204.203088575457,0.837547620367638,0.247369907829318,3.38379273037965,0.00071491951240692,0.0150888650574869,"Pkm"
"ENSMUSG00000034634",171.396984114586,1.40788498131984,0.387096629627438,3.83087363482,0.000127689074380484,0.00401808268642534,"Ly6d"
"ENSMUSG00000051652",1241.70723510293,-0.681973118184063,0.170763939394651,-3.99372785296071,6.50425148182217e-05,0.00233686081444339,"Lrrc3"
"ENSMUSG00000046805",5990.39248965387,1.5155731768665,0.142941684896758,10.6015034732584,2.93227797159949e-26,5.1358848672565e-23,"Mpeg1"
"ENSMUSG00000003721",10081.3329923968,0.747019942006276,0.194511508343595,3.83969339300449,0.000123188059064214,0.00393191590799037,"Insig2"
"ENSMUSG00000061603",5.52084982991674,0.997884406606079,0.361612346573551,3.12553665657215,0.00177480948761267,0.0299073312941299,"Akap6"
"ENSMUSG00000062908",14618.1045387358,-0.4418917042105,0.146084046408414,-3.02501223306062,0.00248623071122176,0.0384939941719772,"Acadm"
"ENSMUSG00000096696",151.704180758696,-0.826055403213189,0.195907606026786,-4.21421768232546,2.50645455856905e-05,0.00107401961084616,"Zfp960"
"ENSMUSG00000025161",5.51503496774629,1.25027104294042,0.378337213899478,3.48785551927214,0.000486911114695956,0.0113332201646507,"Slc16a3"
"ENSMUSG00000025162",654.142929838385,0.709444737853786,0.235357519353824,3.01307996888277,0.00258610760766156,0.0395595412647967,"Csnk1d"
"ENSMUSG00000032946",127.913607467657,1.15193626811062,0.238661698148103,4.8218966422593,1.42199626251044e-06,9.71951786843719e-05,"Rasgrp2"
"ENSMUSG00000030541",1074.55784609555,0.702040845036309,0.235218929582037,2.98323092706194,0.00285222703070193,0.0423811295378531,"Idh2"
"ENSMUSG00000031633",127.706084147943,1.09027152111851,0.273248634012258,3.9868063857979,6.69686310020369e-05,0.00237551629603947,"Slc25a4"
"ENSMUSG00000029270",256.987893264787,-0.873139120050578,0.219729004134129,-3.9733237919158,7.08765960336547e-05,0.0024802002491646,"Dipk1a"
"ENSMUSG00000029279",90.8125323935136,-1.08033187278335,0.289577716378262,-3.73030342078636,0.000191249312531536,0.00555972067882133,"Brdt"
"ENSMUSG00000046688",288.65218848207,-1.22726364426618,0.272610702979535,-4.50702858245126,6.57417805990132e-06,0.000355665571333349,"Tifa"
"ENSMUSG00000056035",275753.566498334,2.40505135123827,0.275877142405168,8.69393458522984,3.50099303109822e-18,2.58189022903938e-15,"Cyp3a11"
"ENSMUSG00000057074",4525.55286421497,-1.08006546162964,0.276694615736239,-3.91038364190994,9.21496433584395e-05,0.00308899713573793,"Ces1g"
"ENSMUSG00000055003",4.51093181193496,0.677221245364592,0.296288394481901,3.01218561567438,0.00259373946720839,0.0396330179002443,"Lrtm2"
"ENSMUSG00000102758",310.917165312435,-0.824085701541716,0.258358658191706,-3.19188105486116,0.00141349527661267,0.0249444531686357,"Naaladl2"
"ENSMUSG00000042167",1284.07894550267,-0.3921660172473,0.123499301364082,-3.17543144761713,0.00149613867622532,0.0259775652184253,"Tent2"
"ENSMUSG00000013698",433.967457085467,0.785483789316065,0.212120605939522,3.70172430013079,0.000214139233360223,0.00603726144435301,"Pea15a"
"ENSMUSG00000052369",161.381281495705,0.687529308322107,0.216281016076028,3.17868472771211,0.00147944912851667,0.0258157424517753,"Tmem106c"
"ENSMUSG00000026663",1825.21053944207,-0.492112421907233,0.151833613032146,-3.24121805856217,0.00119020102948269,0.021943548454094,"Atf6"
"ENSMUSG00000003379",6.47248611429525,-1.17266427707141,0.38081392483817,-4.07887607541451,4.5253950370365e-05,0.00170456546395041,"Cd79a"
"ENSMUSG00000046727",119.845679813036,1.22712414608592,0.239741231637367,5.11471078055779,3.14222035456144e-07,2.60525394130857e-05,"Cystm1"
"ENSMUSG00000000739",29.4093957078435,-1.18465934702539,0.398683365990246,-3.05299405381634,0.00226570427787122,0.0359536221308398,"Sult5a1"
"ENSMUSG00000038725",30.3985999191363,-1.14736266111717,0.402397455654168,-3.01041190237845,0.0026089361950671,0.0397352325709568,"Pkhd1l1"
"ENSMUSG00000055240",68.9671193464534,-0.82127836187738,0.222074671568252,-3.69235850398297,0.000222183961663973,0.00620167663513066,"Zfp101"
"ENSMUSG00000041845",525.838804573753,0.698681565556188,0.174716941750405,3.99848423960784,6.37494250262033e-05,0.00229629034310324,"Rhod"
"ENSMUSG00000052562",3600.16818992393,-0.700869746221649,0.208534936556328,-3.36178477336193,0.000774404584698683,0.0159338576223171,"Slc22a30"
"ENSMUSG00000039987",215.859062102123,-0.692699694945103,0.231944289736851,-2.98679613427932,0.00281917650725328,0.0419483098405357,"Phtf2"
"ENSMUSG00000097392",129.625352402328,-0.922575283908308,0.281057748338763,-3.28503815998373,0.00101968560300357,0.0196531425987428,"D930016D06Rik"
"ENSMUSG00000021036",548.236044122392,0.826691521399542,0.204961203359224,4.03277365551714,5.51223667806316e-05,0.00204331905642913,"Sptlc2"
"ENSMUSG00000042647",689.476559924329,1.62338881304433,0.181167689424921,8.95649462307485,3.35163784784117e-19,2.9351968452469e-16,"Acad12"
"ENSMUSG00000024122",924.361261806627,-0.443519543940658,0.134429096834056,-3.29919587509533,0.000969622284568638,0.0188176557498279,"Pdpk1"
"ENSMUSG00000074240",45.1405414082041,2.37821278538291,0.384010332676046,6.11994803809665,9.36058767821184e-10,1.61926610551981e-07,"Cib3"
"ENSMUSG00000028207",495.261989074009,-0.777312811205735,0.256665857880936,-3.03058433442552,0.00244081012167093,0.0380007015831702,"Asph"
"ENSMUSG00000027784",461.308789089246,-1.03398315004414,0.153132220788731,-6.74980853670097,1.48040380410062e-11,3.91434002130846e-09,"Ppm1l"
"ENSMUSG00000017715",87.4404109485624,0.795618983575292,0.260975838891622,3.0456036497098,0.00232213724343643,0.0365182795230429,"Pgs1"
"ENSMUSG00000019577",535.902291092254,1.19622630066397,0.310589262182084,3.8405937292289,0.000122737097829435,0.00392646624380375,"Pdk4"
"ENSMUSG00000040722",709.926652192905,1.55002125443244,0.171974376516511,9.00998710367053,2.06080724453e-19,2.0625736507396e-16,"Scamp5"
"ENSMUSG00000040721",26.1160385281943,-1.12956684008973,0.354591888361563,-3.17721345196814,0.00148697551027163,0.0258504973324145,"Zfhx2"
"ENSMUSG00000016128",310.9241546154,-0.868926152349037,0.229243079774599,-3.79026602890599,0.000150486025267774,0.00457399172679402,"Stard13"
"ENSMUSG00000030091",268.207814324947,-0.816559376520445,0.244572429162332,-3.33973362124824,0.00083858784158213,0.0168826046497828,"Nup210"
"ENSMUSG00000030095",352.907165733477,1.28153220356565,0.182899308126766,7.00437322469397,2.48093949970587e-12,7.9006646067906e-10,"Tmem43"
"ENSMUSG00000022265",699.125886788044,-0.804848980238904,0.258230393786862,-3.11873896591544,0.00181626792670495,0.0304330279347505,"Ank"
"ENSMUSG00000026576",1231.74177581005,-0.494262493897167,0.138755170047103,-3.56201866355268,0.000368014214981946,0.00907854785268844,"Atp1b1"
"ENSMUSG00000003644",213.073300480915,1.02533775957523,0.200958784500886,5.09993869844495,3.39763503472687e-07,2.78407380740309e-05,"Rps6ka1"
"ENSMUSG00000002068",37.5535387048655,2.4138922324872,0.359618383894915,6.61518741467305,3.7108131353353e-11,8.66598560871971e-09,"Ccne1"
"ENSMUSG00000000686",633.99229751024,-0.742557235682983,0.174142092327278,-4.26377572560348,2.01001197226547e-05,0.000888463336131979,"Abhd15"
"ENSMUSG00000056579",1207.03027859335,-0.709356108567428,0.208074066731399,-3.40993248008334,0.000649789641526141,0.0141379696538265,"Tug1"
"ENSMUSG00000028745",950.237230323256,0.507197803204491,0.15216574775857,3.33301976180748,0.000859088401603046,0.0171964952618027,"Capzb"
"ENSMUSG00000025040",365.661529004443,0.59747310241474,0.160669481580049,3.71884642964786,0.000200134675073362,0.00577013799820566,"Fundc1"
"ENSMUSG00000032315",55.8801212772147,1.14816397799947,0.260073206770605,4.41166660776955,1.02577977277455e-05,0.000508482915635195,"Cyp1a1"
"ENSMUSG00000021745",524.254300130956,-0.685873911092276,0.234323966836714,-2.92787846153424,0.00341283424308976,0.0483525110355649,"Ptprg"
"ENSMUSG00000027357",1958.46304959314,-0.651269375206957,0.17433286385776,-3.73607839385063,0.000186912418981206,0.0054562850307597,"Crls1"
"ENSMUSG00000031776",102.220783716729,0.957465874463327,0.302404979838727,3.16118470549371,0.00157128826051976,0.0269545748540471,"Arl2bp"
"ENSMUSG00000008575",2338.88079596169,-0.816323869087236,0.162446227925294,-5.02550259683225,5.02115772397706e-07,3.88709734963351e-05,"Nfib"
"ENSMUSG00000034855",147.062664955453,1.57431811209735,0.3424780702262,4.56593903134607,4.97263289989997e-06,0.000279825430495576,"Cxcl10"
"ENSMUSG00000024542",87.4022251363464,1.13500925455547,0.299197419680795,3.78611016342569,0.00015302385609936,0.00460122375893611,"Cep192"
"ENSMUSG00000027018",292.00976930008,0.41930203038446,0.128633309447133,3.25981902295574,0.00111483324946749,0.0208837479833402,"Hat1"
"ENSMUSG00000002233",73.656749209862,1.09479923489183,0.277114552486411,3.94263984782488,8.05896294589172e-05,0.00276665576192572,"Rhoc"
"ENSMUSG00000091264",1110.12792805828,-0.71409959839534,0.148920531440923,-4.79502099842409,1.62657791611756e-06,0.00010957504692615,"Smim13"
"ENSMUSG00000054385",670.050780852341,-0.727644403181092,0.139340923505546,-5.22140585800199,1.77569893556792e-07,1.58478302453361e-05,"Ceacam2"
"ENSMUSG00000045912",4.41791792539038,1.47474520352573,0.375201654383474,4.3621286397326,1.28803095458155e-05,0.000609726004580967,"C2cd4c"
"ENSMUSG00000097316",32.0184554237283,-1.04437325006509,0.297910287992468,-3.48723497408785,0.000488042362555364,0.0113407124114855,"Gm10516"
"ENSMUSG00000001761",130.81773264712,0.972001319692963,0.300458035307252,3.22916228758881,0.00124153419216737,0.0226220768539001,"Smo"
"ENSMUSG00000020899",164.058055175541,-0.574377214458949,0.184009388903417,-3.12046811601748,0.00180563843998636,0.0303364578190513,"Pfas"
"ENSMUSG00000039745",277.835223505727,0.970839073957572,0.228232039403621,4.25102573298243,2.12793714745151e-05,0.000934691389031053,"Htatip2"
"ENSMUSG00000068196",24.6102843431799,1.24994622644371,0.360600908129097,3.44817421525581,0.000564389873722474,0.0127346713536221,"Col8a1"
"ENSMUSG00000026708",191.919473975569,-1.31442749654449,0.226885852272993,-5.78719494422795,7.15715016344894e-09,1.02332640908415e-06,"Cenpl"
"ENSMUSG00000020282",61.5475299916358,1.05727356726867,0.351193146443009,2.99667612587045,0.00272940520167012,0.0409908099526278,"Rhbdf1"
"ENSMUSG00000069456",7763.66870708863,0.791205044526289,0.234135442037035,3.37758001985168,0.000731266731451422,0.0152352612359272,"Rdh16"
"ENSMUSG00000058672",1700.36466132126,1.84054965166873,0.260396479429058,7.05554857373579,1.7192111269579e-12,5.87550885632538e-10,"Tubb2a"
"ENSMUSG00000057842",95.824645237918,-0.9777094633373,0.278036204567883,-3.51663715548269,0.000437050790764733,0.0104326331860229,"Zfp595"
"ENSMUSG00000015305",695.935929038984,-0.476155453984158,0.142410982348751,-3.34336173185603,0.000827699299146233,0.0166959162467981,"Sash1"
"ENSMUSG00000067424",167.124233114202,-0.67493340550572,0.202738007004414,-3.32830153633384,0.000873772363618565,0.0174157871394358,"Zfp563"
"ENSMUSG00000033542",542.034774413301,0.58230506864767,0.182770583209003,3.18579715103956,0.00144355773670124,0.0252523483229186,"Arhgef5"
"ENSMUSG00000049313",87.3713255870424,1.155792837429,0.358465897011965,3.20526025225516,0.0013494040985229,0.0240557890947874,"Sorl1"
"ENSMUSG00000020914",107.410716932277,1.36065774408319,0.361007482058142,3.74204639662106,0.000182527804434044,0.00539573754373381,"Top2a"
"ENSMUSG00000043013",209.429306137304,-1.10706237907451,0.378545793710742,-2.97271294092465,0.00295180376363586,0.0434004977293449,"Onecut1"
"ENSMUSG00000028859",14.0052588903037,1.27334083934054,0.402556196239217,3.09377182178177,0.00197629419633091,0.0324253816658168,"Csf3r"
"ENSMUSG00000022408",43.6414496895484,1.1704519345062,0.366588035352489,3.16972783420269,0.00152581784261607,0.0263577320246615,"Fam83f"
"ENSMUSG00000044359",378.00918717841,-0.943524256325179,0.217035938807867,-4.34771058300001,1.37565966299195e-05,0.000644045309644555,"P2ry4"
"ENSMUSG00000001642",317.580435878438,0.730794608631968,0.218288536746094,3.34725552518708,0.000816159414255687,0.0166131024249972,"Akr1b3"
"ENSMUSG00000005397",761.445551196378,1.40751517416972,0.305013535531526,4.60105656227998,4.20353251534374e-06,0.000242386409897105,"Nid1"
"ENSMUSG00000015568",878.938872777105,1.02105278241898,0.279473621307641,3.64830440388869,0.000263976760704402,0.00711315840575016,"Lpl"
"ENSMUSG00000019232",1045.12521957246,-2.00991798432763,0.254790388359617,-7.90030226558011,2.78227889408305e-15,1.55941167455567e-12,"Etnppl"
"ENSMUSG00000090124",1109.61752067076,1.29156338953411,0.34976760514688,3.67200379129823,0.000240656111337896,0.00659247556192176,"Ugt1a7c"
"ENSMUSG00000055660",745.470579877357,-0.631237494114354,0.215127502832976,-2.93491852481882,0.00333635279496126,0.0474608886933981,"Mettl4"
"ENSMUSG00000039062",3960.22532852332,0.58074426411036,0.129687965327642,4.47789682365783,7.53820164482484e-06,0.000394124184504797,"Anpep"
"ENSMUSG00000020034",226.404615014381,-0.578685780783657,0.188411031174722,-3.07050599290405,0.00213696397656894,0.0343778866127256,"Tcp11l2"
"ENSMUSG00000020037",102.27231758727,-1.76331377202286,0.332127398953233,-5.32798954384661,9.93058394687102e-08,9.86860583429481e-06,"Rfx4"
"ENSMUSG00000020038",145.512644616429,-0.826106690587895,0.24892455403649,-3.31899051838153,0.000903434969303181,0.0178044033612886,"Cry1"
"ENSMUSG00000031327",396.645988391582,-1.00145333618624,0.286740677850972,-3.49837172518395,0.000468108204762963,0.0109684484366867,"Chic1"
"ENSMUSG00000039879",1415.11200913852,-0.583403339494292,0.184066176352645,-3.16979349565467,0.00152547310464749,0.0263577320246615,"Heca"
"ENSMUSG00000030208",40.7014984667081,1.17696182725642,0.332773874152877,3.52798203138287,0.000418740580543913,0.010098783157627,"Emp1"
"ENSMUSG00000038059",54.7249087185868,1.12980905404775,0.303743896497032,3.70789807789046,0.000208986733057474,0.0059277775376545,"Smim3"
"ENSMUSG00000073684",207.695795606641,0.735398599766721,0.238174671352674,3.08620582905656,0.00202728434286534,0.0328776715419319,"Faap20"
"ENSMUSG00000022304",6993.52937924558,-0.935709302763096,0.205866659885766,-4.54674244940617,5.44826010196508e-06,0.000302940557733074,"Dpys"
"ENSMUSG00000035186",42.5497763284731,2.75000855105011,0.382575891873196,7.00872624367449,2.40497487503767e-12,7.83686231372739e-10,"Ubd"
"ENSMUSG00000024981",11987.3422124942,0.643924012270218,0.196846716648846,3.27057882560899,0.0010732762594771,0.0202952050577504,"Acsl5"
"ENSMUSG00000037071",345543.330347364,1.03027829062095,0.309108998286866,3.32501332869904,0.000884143081528008,0.017547610280978,"Scd1"
"ENSMUSG00000034584",233.318718421963,-0.802142506430634,0.265973969872863,-3.01758023914065,0.00254801575611283,0.0391478034809792,"Exph5"
"ENSMUSG00000057425",263.427566805363,1.25579146482984,0.346863641648446,3.60214681344192,0.000315600030138469,0.00805498656156691,"Ugt2b37"
"ENSMUSG00000016283",19.7750790050962,1.6818767921529,0.388241927114586,4.58901726710153,4.45337594838231e-06,0.000252634428294465,"H2-M2"
"ENSMUSG00000002814",99.6400333130632,-0.612922223243425,0.191959408272477,-3.19086546989122,0.00141847312348558,0.0249694037767335,"Top3a"
"ENSMUSG00000015711",1287.09068427509,0.490383149754714,0.156457750396495,3.13417141318742,0.00172340149609083,0.0291596750078808,"Prune1"
"ENSMUSG00000025497",626.48643388625,-0.951116128222562,0.178475394987828,-5.32896296124476,9.8775135870111e-08,9.86860583429481e-06,"Cdhr5"
